Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity
"""Τα κράτη έχουν δημιουργήσει τη φτώχεια, τον πόλεμο και τη μετανάστευση για να κερδίσουν!","['κράτη', 'δημιουργήσω', 'φτώχεια', 'πόλεμο', 'μετανάστευση', 'κερδίσω']",-1,-1
"Ο Κουμουτσακος ότι μπορεί κάνει, τις αποφάσεις τις παίρνει ο Μητσοτάκης για…","['κουμουτσακο', 'μπορώ', 'κάνω', 'αποφάσει', 'παίρνω', 'μητσοτάκη', 'για', '…']",0,0
Αφγανός μετανάστης καταγγέλλει την Ελλάδα ότι δεν του έστρωσε κόκκινο χαλί – «Με έδειραν στα σύνορα» [ΒΙΝΤΕΟ]…,"['αφγανός', 'μετανάστης', 'καταγγέλλω', 'Ελλάδα', 'δεν', 'έστρωσε', 'κόκκινος', 'χαλί', 'έδειραν', 'σύνορο', 'βιντεο', '…']",0,0
@EmmanuelSchizas Δηλ για να σε τρολάρω λίγο με αυτό που έγραψες: η εκκοσμίκευση μουσουλμανικών κοινωνιών μπορεί να…,"['δηλ', 'τρολάρω', 'που', 'έγραψε', 'εκκοσμίκευση', 'μουσουλμανικός', 'κοινωνία', 'να', '…']",0,0
"Το γράφημα, εκτός από την αναλυτική καταγραφή της κατανομής των αιτούντων άσυλο στα νησιά του Αιγαίου και στην ενδο…","['γράφημα', 'από', 'αναλυτικός', 'καταγραφή', 'κατανομή', 'αιτούντος', 'άσυλος', 'νησί', 'Αιγαίου', 'στην', 'ενδο', '…']",0,0
Έχουμε πολλές βραχονησίδες μεγάλες βραχονησίδες χωρούν χιλιάδες άνθρωποι πάνω ο στρατός θα μπορούσε να το χειριστεί…,"['πολλός', 'βραχονησίδε', 'μεγάλες', 'βραχονησίδε', 'χωρώ', 'χιλιάδες', 'άνθρωποι', 'στρατός', 'μπορώ', 'χειριστώ', '…']",0,0
@LouvarisStratos Μετανάστρια κατηγορεί τους μετανάστες..το φελλός ίσως αδικεί τους φελλούς!,"['μετανάστρια', 'κατηγορώ', 'μετανάστεςτο', 'φελλός', 'αδικώ', 'φελλού']",-1,-1
ΜΗ ΜΑΣ ΛΕΣ ΤΙ ΠΡΕΠΕΙ ΝΑ ΓΙΝΕΙ,"['μας', 'λα', 'πρεπει', 'γινει']",0,0
Κ Α Ν Τ Ο...,"['α', 'τ']",0,0
"Δεν θα τη φτιάξετε την κοινή γνώμη κύριε @thmavridis ούτε το προφίλ της ΝΔ. Ψηφίζουμε ΝΔ, αυτή τη φορά ψηφίσαμε για…","['φτιάζω', 'κοινός', 'γνώμη', 'κύριε', 'προφίλ', 'ψηφίζω', 'τη', 'φορά', 'ψηφίσαμε', 'για', '…']",-1,-1
"@nickthegreek5 @NikolaiYezhov Όχι γενικώς και αορίστως, αλλά συγκεκριμένα. Η μετανάστευση είναι απολύτως απαραίτητο…","['όχι', 'γενικώς', 'αορίστως', 'συγκεκριμένος', 'μετανάστευση', 'απολύτως', 'απαραίτητος', '…', 'πέντε']",0,0
"Το σύνθημα «Ευρώπη-φρούριο» ειπώθηκε  για πρώτη φορά από τον Χιτλερ,σύμφωνα με τον Αβραμοπουλο που αδειάζει τη…","['σύνθημας', 'ευρώπηφρούριο', 'ειπώθηκε', 'πρώτη', 'φορά', 'τον', 'Χιτλερσύμφωνα', 'τον', 'Αβραμοπουλο', 'αδειάζω', 'τη', '…']",0,0
#μεταναστευτικο #μετανάστες #Σάμος #Ελλάδα #otavoice #Ειδήσεις #ειδησεις #κυβερνηση_Μητσοτακη,"['μεταναστευτικο', 'μετανάστες', 'Σάμος', 'Ελλάδα', 'ειδήσει', 'ειδησει', 'κυβερνησημητσοτακη']",0,0
Τη Δευτέρα το συλλαλητήριο για το μεταναστευτικό στη Σάμο,"['δευτέρος', 'συλλαλητήριο', 'μεταναστευτικό', 'σάμο']",0,0
"@GZirbas @amna_news @Vkikilias Αληθινέ Έλληνα οργάνωσε τη μπίζνα να σου παραδώσω διαβατήριο και ταυτότητα. Αν και,…","['vkikilias', 'αληθινέ', 'έλληνας', 'οργάνωσε', 'μπίζνα', 'σου', 'παραδώσω', 'διαβατήριο', 'ταυτότητα', 'και', '…', 'νέα']",0,0
Αφγανός μετανάστης καταγγέλλει την Ελλάδα ότι δεν του έστρωσε κόκκινο χαλί,"['αφγανός', 'μετανάστης', 'καταγγέλλω', 'Ελλάδα', 'δεν', 'έστρωσε', 'κόκκινος', 'χαλί']",0,0
Επιτέλους!!! Μια σωστή αντιμετώπιση του λαυθρομεταναστευτικου!,"['επιτέλους', 'σωστός', 'αντιμετώπιση', 'λαυθρομεταναστευτικο']",0,0
Σάμος: Προετοιμασία για την μεγάλη συγκέντρωση για το μεταναστευτικό -,"['σάμο', 'προετοιμασία', 'την', 'μεγάλη', 'συγκέντρωση', 'μεταναστευτικό']",0,0
ΑΜΕΡΙΚΑΝΙΚΟΣ ΠΑΡΕΜΒΑΤΙΚΟΣ ΔΑΧΤΥΛΟΣ ΣΤΟΝ ΕΒΡΟ,"['αμερικανικος', 'παρεμβατικο', 'δαχτυλο', 'εβρο']",0,0
Σάμος: Συλλαλητήριο για το μεταναστευτικό - Σε μαζική συμμετοχή καλεί ο δήμαρχος,"['Σάμος', 'συλλαλητήριο', 'μεταναστευτικό', 'μαζικός', 'συμμετοχή', 'καλώ', 'δήμαρχος']",1,2
Σάμος: Προετοιμασία για την μεγάλη συγκέντρωση για το μεταναστευτικό,"['σάμο', 'προετοιμασία', 'την', 'μεγάλη', 'συγκέντρωση', 'μεταναστευτικό']",0,0
Σάμος: Συλλαλητήριο για το μεταναστευτικό – Σε μαζική συμμετοχή καλεί ο δήμαρχος…,"['Σάμος', 'συλλαλητήριο', 'μεταναστευτικό', 'μαζικός', 'συμμετοχή', 'καλώ', 'δήμαρχος', '…']",1,2
Κλιμακώνονται στην Σάμο οι κινητοποιήσεις για το μεταναστευτικό -,"['κλιμακώνομαι', 'σάμο', 'κινητοποιήσει', 'μεταναστευτικό']",0,0
"Για το μεταναστευτικό όπως είπε δεν θα υπάρξει περαιτέρω εμπλοκή των ΕΔ. Επιπροσθέτως, εκτιμά πως για τη Τουρκία η…","['μεταναστευτικό', 'λέω', 'υπάρξω', 'περαιτέρω', 'εμπλοκός', 'επιπροσθέτως', 'εκτιμώ', 'για', 'Τουρκία']",1,1
Ενα πραγμα δεν μπορώ να καταλάβω πως ειναι δυνατόν μια χωρα σαν την Ελλαδα να εχει τοσο ανίκανους  πολιτικους τοσο…,"['ενα', 'πραγμο', 'μπορώ', 'καταλάβω', 'ειναι', 'δυνατόν', 'χωρο', 'την', 'Ελλαδα', 'εχω', 'τοσο', 'ανίκανου', 'πολιτικους', 'τοσο', '…']",0,0
AdonisGeorgiadi @skaigr @YouTube Τη λύση για το μεταναστευτικό την είπε ο Κύρτσος.Μοντέλο Αυστραλίας.Μεταφορα σε α…,"['\ufeffadonisgeorgiadi', 'λύση', 'μεταναστευτικό', 'λέω', 'ΚύρτσοςΜοντέλο', 'αυστραλίαςμεταφορας']",0,0
"Είμαστε 39 χρόνια σκατα εντός της Ένωσης, ισως γίνουμε καλύτεροι με τους πρόσφυγες. Με εσας τους φασίστες προκοπή δ…","['χρόνια', 'σκατας', 'της', 'ένωση', 'ισως', 'γίνω', 'καλύτερος', 'πρόσφυγα', 'εσας', 'τους', 'φασίστες', 'προκοπή']",1,2
@MeaCulpagr @peristeraRa Όταν θα έρθουν και οι τζιχαντιστές να δούμε τι θα γίνει??,"['όταν', 'έρθω', 'τζιχαντιστής', 'δούμε', 'γίνω']",0,0
@panas3223 @Lnzlpd Ειπε κανενας οχι; να αφησουμε δηλαδη τους μπατσους να αλωνίζουν στην κοινωνική ζωη με την λογική…,"['ειπε', 'κανενα', 'οχι', 'αφησω', 'δηλαδη', 'μπατσου', 'αλωνίζω', 'κοινωνικός', 'ζωη', 'την', 'λογικός', '…', 'thousand', 'two', 'and']",1,2
Πόσα φούμαρα μας πετάνε οι #νδ_no_borders πολιτικοί απατεώνες!,"['πόσα', 'φούμαρα', 'πετάνε', 'νδno', 'πολιτικός', 'απατεώνες', 'σύνορο']",-1,-1
Ο επικίνδυνος Μητσοτάκης ΔΕΝ ΤΗΡΕΙ ΤΟ ΝΟΜΟ ΓΙΑ ΣΥΛΛΗ…,"['επικίνδυνος', 'μητσοτάκη', 'τηρει', 'νομο', 'συλλη', '…']",-1,-1
ΤΟΥΡΚΙΚΗ ΠΡΟΠΑΓΑΝΔΑ  Αφγανός μετανάστης καταγγέλλει την Ελλάδα ότι δεν του έστρωσε κόκκινο χαλί – «Με έδειραν στα σ…,"['τουρκικη', 'προπαγανδο', 'αφγανός', 'μετανάστης', 'καταγγέλλω', 'Ελλάδα', 'δεν', 'έστρωσε', 'κόκκινος', 'χαλί', 'έδειραν']",0,0
@Trash2003 @SmaragdaKrik Λίγο αργά ρε γμτ για μετανάστευση,"['λίγο', 'αργά', 'γμτ', 'μετανάστευση', 'thousand', 'three', 'Σκουπίδια']",-1,-1
@HelenaDaZeus Τώρα που έχουμε Κούλη δε θα υπάρχει μετανάστης γιατί θα γίνουμε εμείς μετανάστες χχαχα,"['που', 'Κούλη', 'υπάρχω', 'μετανάστης', 'γίνω', 'μετανάστε', 'χχαχο']",0,0
@Kathimerini_gr Να κάνουν καλή έρευνα όμως!!!,"['κάνω', 'καλός', 'έρευνα']",1,1
Αφγανός μετανάστης καταγγέλλει την Ελλάδα ότι δεν του έστρωσε κόκκινο χαλί – «Με έδειραν στα σύνορα» (Βίντεο) -,"['αφγανός', 'μετανάστης', 'καταγγέλλω', 'Ελλάδα', 'δεν', 'έστρωσε', 'κόκκινος', 'χαλί', 'έδειραν', 'σύνορο', 'βίντεο']",0,0
@Harhalas Καλά να πάθουν.. Σύντομα και στις μάνες τις αδελφές και τις γυναίκες μας,"['\ufeffharhalas', 'πάθω', 'σύντομα', 'στι', 'μάνες', 'αδελφές', 'τις', 'γυναίκα']",0,0
Το Μεταναστευτικό στην ατζέντα του Περιφερειακού Συμβουλίου Στερεάς .,"['μεταναστευτικό', 'ατζέντα', 'περιφερειακός', 'συμβουλίο', 'Στερεάς']",0,0
μέσω του χρήστη @ilamia,"['του', 'χρήστη']",0,0
Οι Ελληνες παίρνουν την κατάσταση στα χέρια τους: Kινητοποιήσεις στη Σάμο για το μεταναστευτικό – Εκτός ελέγχου η κ…,"['ελληνε', 'παίρνω', 'κατάσταση', 'χέριος', 'ινητοποιήσει', 'σάμο', 'μεταναστευτικό', 'ελέγχο']",-1,-1
Σάμος: Συλλαλητήριο τη Δευτέρα για το μεταναστευτικό – προσφυγικό,"['Σάμος', 'συλλαλητήριο', 'δευτέρο', 'μεταναστευτικό', 'προσφυγικό']",0,0
"με ίδια γλώσσα, ήθη,έθιμα και συνείδηση εθνική(π.χ ΗΠΑ)","['ίδιος', 'γλώσσος', 'ήθηέθιμος', 'συνείδηση', 'εθνικήπχ', 'ηπο']",0,0
Συνελήφθη 19χρονος για μεταφορά προσφύγων με... jet ski στη Σύμη,"['συνελήφθη', 'χρονο', 'μεταφορά', 'προσφύγα', 'ski', 'σύμη', 'πίδακας', 'δεκαεννέο']",0,0
#ΜΕΤΑΝΑΣΤΕΥΤΙΚΟ #ΤΟΠΙΚΑ,"['μεταναστευτικο', 'τοπικα']",0,0
[Κλικ και διαβάστε στο,"['κλικ', 'διαβάστε']",0,0
Σάμος:  #Συλλαλητήριο για το μεταναστευτικό – Φεύγουν 700 από το νη…,"['Σάμος', 'συλλαλητήριο', 'μεταναστευτικό', 'φεύγω', 'νη', '…', 'hundred']",-1,-1
Σάμος: Συλλαλητήριο για το μεταναστευτικό – Μεταφέρονται 700 στην ενδοχώρα,"['Σάμος', 'συλλαλητήριο', 'μεταναστευτικό', 'μεταφέρομαι', 'ενδοχώρα', 'hundred']",0,0
"Μαζική συμμετοχή στο σημερινό συλλαλητήριο που διοργανώνεται στη Σάμο για το μεταναστευτικό-προσφυγικό ζήτημα, απευθύνει ο δήμαρχος ανατολικής Σάμου, Γιώργος Στάντζος.","['μαζικός', 'συμμετοχή', 'σημερινό', 'συλλαλητήριο', 'διοργανώνομαι', 'σάμο', 'μεταναστευτικόπροσφυγικό', 'ζήτημα', 'απευθύνω', 'δήμαρχος', 'ανατολικός', 'σάμος', 'γιώργο', 'στάντζος']",0,0
