Gr_Content,Gr_Sentiment
Η INNERCHILD SARAH LIKES COOKIES ΚΑΙ ΕΙΝΑΙ ΚΑΤΑΛΛΗΛΗ ΟΤΙ ΑΙΣΘΗΜΑΤΑΙ ΕΔΑΦΟΣ ΚΑΙ ΒΙΒΛΙΟ,θλίψη
Δυστυχώς ναι,θλίψη
Το Sum1 plz με χαροποιεί,θλίψη
επιστρέψτε στην Καναδά σύντομα θα χάσετε,θλίψη
σίγουρα μπορώ να μιλήσω το υπέροχο μέρος του σεξ αν και είναι έξω συγγνώμη αγαπητέ,θλίψη
Ξέρω ότι η μητέρα σου είναι μια σκύλα και δεν θέλει να με πάρει στην ταινία σκύλα,θλίψη
Δεν είμαι σίγουρος ότι δεν το χρησιμοποίησα ποτέ,θλίψη
μου διέταξε ένα νέο βατόμουρο για να φτάσει ΤΕΕΣ Μπορώ να πεθάνω από τώρα μέχρι τώρα χωρίς τηλέφωνο Έχω ήδη αποσυρθεί,θλίψη
"Τώρα που το σκέφτομαι όταν έρχομαι στα κράτη, το theyll πιθανότατα εξακολουθεί να περιοδεύει, ώστε να μην υπάρχει εκεί Dammit",θλίψη
Το iPhone κάνει αυτό το ανοιχτό κυνήγι κατεβάσει κάτι appsquot και ξέχασα το καλώδιο μου στο σπίτι,θλίψη
oh και antiboyle didnt εργάζονται είτε ποτέ πάρα πολύ από ένα κακό πράγμα eh uk eh,θλίψη
"Ω, θέλω τελείως να δούμε το Star Trek, αλλά η Kristine το είχε ήδη δει με την κόρη της",θλίψη
Μόλις συνειδητοποίησε ότι όλα τα φανταστικά του φίλους δεν ζουν πλέον στο Ρότσεστερ,έκπληξη
Χρειάζομαι και εγώ,θλίψη
Η κ. Bates έφυγε,θλίψη
Ecaytrade ανθρώπους που είπαν youd έρχονται από πράγματα σε 630where είστε εσείς Bugs μου όταν οι άνθρωποι noshow,έκπληξη
IKR αλλά μισώ την έλλειψη troyella ggmow πάντα με κάνει τόσο λυπημένος,θλίψη
πόσο λυπηρό ήταν ο Χολυόακς,θλίψη
im τόσο άρρωστος έπεσα χθες το βράδυ έξω από το coz έβαζα κάτι στο κάδο,έκπληξη
Εξαντληθεί μετά από μια εβδομάδα εργασίας 58 ωρών,θλίψη
έχω κακά νέα που έχω να πάω να πάρω το σκυλί για ένα walktheyre αναστατωμένος wme,θλίψη
Drat Όλες οι μπότες γη μου πέθαναν αμέσως νομίζω μπότες όπως το μαϊντανό που πηγαίνει να σπόρωνει την άλλη πρώτη σεζόν Τι να κάνετε τώρα,θλίψη
Πήρε τη δουλειά αργά την ημέρα Lame Busy,θλίψη
τόσο θλιβερή u ακυρωθεί silverstone δείχνουν καλύτερα δείτε u στο πάρκο σάντουιτς,θλίψη
"Ω και πήγα με τον φίλο μου στο MYOH χθες το βράδυ, αλλά έτρεχαν έξω από ταχύτερα καρφίτσες τόσο λυπημένος Ήταν πραγματικά χαριτωμένος",θλίψη
Το πολύ ζεστό θερμόμετρο που δείχνει 25c αυτή τη στιγμή,θλίψη
Αισθάνομαι τον ίδιο τρόπο 9 ώρες ύπνου και εξακολουθεί να εξαντληθεί ahh,θλίψη
Την τελευταία μέρα της TV upfront w τους συναδέλφους μας από το Σίδνεϊ Παρίσι Λονδίνο,θλίψη
Αίσθημα αρκετά κουρασμένος και μοναχικός,θλίψη
αυτό το τόσο αδύναμο facebook αποτύχει,θλίψη
Η Panda δηλώνει ότι έχει χάσει τόσο πολύ σας,θλίψη
Μόλις πήρε 10 από έναν τύπο που σκέφτεται ότι μπορεί να μπλόφα τρεις φορές στη σειρά και να ξεφύγει με αυτό Τώρα πίσω για να δείξει πόσο σκατά δουλειά μου είναι,θλίψη
doc είπε τα οστά μου φαίνονται αρκετά καθαρά αρκετά θα πρέπει επίσης να δείτε έναν ρευματολόγο Im αυτή είμαι γέρος τώρα,θλίψη
Και εγώ ήμουν ο μόνος άνθρωπος που σηκώθηκε γι &#39;αυτούς Ο κόσμος είναι γεμάτος αν γκρεμίζει χωρίς σπονδυλική στήλη Αυτό με κάνει λυπημένο,θλίψη
προσπάθησε να πετάξει μια μύγα με το κακό κάρμα του βουδιστικού μου περιοδικού,θλίψη
Im in tantra ο καθένας από το kirki θα ξέρει πόσο λυπημένος αυτό είναι Im πνίγοντας τις θλίψεις μου,θλίψη
Ευχαριστώ μόλις βρήκα ένα άρθρο που λέει ότι δεν μπορώ να έρθω σε εσάς επειδή είμαι στο Ηνωμένο Βασίλειο όμως,θλίψη
Απλά chillin σε pjs μετά από μια σύντομη αλλά μακρά εβδομάδα γιατί κάποιος συνεχώς χτυπά στην πόρτα μου,έκπληξη
"gooooooood νύχτα λοξοτομεί πιστεύω tomoroo ακυρώνεται, αλλά ακόμα θα είναι μια giid νύχτα GNI λοξοτομήστε τους",έκπληξη
αυτός ήταν ο λόγος που έζησα και τώρα hes ο λόγος im ικετεύει να πεθάνει,θλίψη
το youtube δεν λειτουργεί,θλίψη
arrr bummer που θέλετε να κερδίσετε,έκπληξη
αισθάνομαι λυπημένος για εσάς,θλίψη
στους ανθρώπους που ήμουν txting συγνώμη τηλέφωνο είναι νεκρό και λοξοτομώ να τον αναστήσω ελπίζω ότι Verizon θα το αντικαταστήσει και να τον αρρωστήσει απόψε απόψε,θλίψη
Ο δότης θέλει να πάει να δουλέψει αύριο,θλίψη
Επιθυμία μου θα μπορούσα να είμαι να κατευθυνθείτε στο Λος Άντζελες για να αναστενιστεί η E3 Ίσως κάποια μέρα,θλίψη
ilooked στον τηλεφωνικό μου κατάλογο και το όνομα ur ήταν το πρώτο που έδειξε και ήμουν σαν να έχω titi αριθμό αλλά ήταν απλά email ur,έκπληξη
"Ήταν δικό μου λάθος να αφήνω τα flipflops έξω από το ντουλάπι μου, ενώ κολυμπά στο USF Koret αλλά γιατί γιατί θα θέλατε να πάρετε το R2IMT",έκπληξη
Δεν υπάρχει πλέον χρόνος περιπέτειας,θλίψη
μου λείπεις,θλίψη
Uggh όλα Im σας στέλνουν συνεχίζω να το στέλνουν στο Twitter μου Έτσι πρέπει να το διαβιβάσω σε σας πιπιλίζουν στη ζωή,θλίψη
Whaaaat Πότε έγινε αυτό,έκπληξη
Πήρα σε μια πάλη με το πεζοδρόμιο νομίζω ότι κέρδισε φτωχό γόνατο,θλίψη
Έπρεπε να μείνω στο σπίτι ενώ η γυναίκα μου παίρνει την κόρη μου και μερικούς φίλους έξω στο Tokyo Steak House δυστυχώς το σώμα μου δεν συνεργάζεται σήμερα,θλίψη
"sniff sniff Θέλω thie App για το iPhone μου, αλλά μόνο του στην Αμερική Δωρεάν παιχνίδια Anime δείχνει και περισσότερο για εσάς iPhone κερδίσει αλλά όχι το Ηνωμένο Βασίλειο",έκπληξη
Αυτή η quotMonarchyquot θα μας αιμορραγεί Όλοι μας στεγνώσει Δεν είμαστε τίποτα περισσότερο από δούλους στους χοίρους στο DCI dont reconize τη χώρα μου πια,θλίψη
μένοντας στο σπίτι αποσυμπιέστε χάλια,θλίψη
"Θέλω να περπατάς μαζί μου, αλλά εξακολουθώ να λείπει ο σατανάς μου",θλίψη
Im είτε πάντα στο τρένο ή στην εργασία,θλίψη
Ανακάλυψα επίσης ότι και η τελευταία μου συνάντηση για τη νεολαία,έκπληξη
Πρέπει να πάω στη δουλειά,θλίψη
Το 2050 hs και im ακόμα στο γραφείο πραγματικά κουρασμένος θέλει να πάει στο σπίτι,έκπληξη
κεφαλή κακό,θλίψη
"Θα luv για να ακούσετε μουσική πάρα πολύ, αλλά iï¿½m από τις μπαταρίες η τηλεόραση παίζει εκτός, αλλά νομίζω ότι αυτό είναι ένα είδος ταινίας βαμπίρ",θλίψη
1 Η κυκλοφορία είναι κουτσός 2 Δεν έχει σημασία πόσο σκληρά προσπαθώ Λοξοτομώ να πάω οπουδήποτε εγκαίρως 3 UP ταινία Yay,θλίψη
Το καλοκαίρι του και κανένας δεν μου έλεγε ότι με είμαι ένας μοναχός,θλίψη
δεν είναι έτοιμη,έκπληξη
ΑΥΤΟΣ το twitter οδηγεί μου καρύδια WONT LET ME κατεβάσετε ένα προφίλ PIC υποθέτω άρρωστος συνεχίσει να προσπαθεί,έκπληξη
Κεφαλαλγία δολοφόνος Θέλω το φαγητό μου να είναι εδώ,θλίψη
http twitpic com67x7n ΜΑΣ ΠΟΛΛΑ ΣΑΣ,θλίψη
"Λυπημένος, μου έλειπε το πάρτι λόγω υπερβολικής δουλειάς, αλλά πραγματικά θα χάσω αυτό το παιδί",θλίψη
κοιμημένος σε χαμένο τρένο λεωφορείου καθυστερήσει does not σταματήσει σταματήσει αργά για δουλειά γαμημένο heelllll,θλίψη
